"","trape","simpson"
"1",4.1597479407318,4.15974793315539
"2",3.47687120575534,3.47687119917521
"3",3.47687120575534,3.47687119917521
"4",4.1597479407318,4.15974793315539
"5",2.87066786875359,2.87066786228512
"6",2.87066786875359,2.87066786228512
"7",3.47687120575534,3.47687119917521
"8",3.47687120575534,3.47687119917521
"9",3.47687120575534,3.47687119917521
"10",2.87066786875359,2.87066786228512
"11",3.47687120575534,3.47687119917521
"12",3.47687120575534,3.47687119917521
"13",4.1597479407318,4.15974793315539
"14",2.87066786875359,2.87066786228512
"15",3.47687120575534,3.47687119917521
"16",3.47687120575534,3.47687119917521
"17",3.47687120575534,3.47687119917521
"18",3.46678740283551,3.46678739646545
"19",3.46678740283551,3.46678739646545
"20",4.1597479407318,4.15974793315539
"21",2.87066786875359,2.87066786228512
"22",2.87066786875359,2.87066786228512
"23",2.87066786875359,2.87066786228512
"24",3.47687120575534,3.47687119917521
"25",4.1597479407318,4.15974793315539
"26",2.87066786875359,2.87066786228512
"27",4.1597479407318,4.15974793315539
"28",2.87066786875359,2.87066786228512
"29",4.1597479407318,4.15974793315539
"30",3.47687120575534,3.47687119917521
"31",3.46678740283551,3.46678739646545
"32",3.47687120575534,3.47687119917521
"33",4.1597479407318,4.15974793315539
"34",4.1597479407318,4.15974793315539
"35",3.46678740283551,3.46678739646545
"36",4.1597479407318,4.15974793315539
"37",2.87066786875359,2.87066786228512
"38",3.47687120575534,3.47687119917521
"39",3.47687120575534,3.47687119917521
"40",4.1597479407318,4.15974793315539
"41",4.1597479407318,4.15974793315539
"42",4.1597479407318,4.15974793315539
"43",4.1597479407318,4.15974793315539
"44",4.1597479407318,4.15974793315539
"45",4.1597479407318,4.15974793315539
"46",3.47687120575534,3.47687119917521
"47",3.46678740283551,3.46678739646545
"48",3.47687120575534,3.47687119917521
"49",4.1597479407318,4.15974793315539
"50",2.87066786875359,2.87066786228512
"51",2.87066786875359,2.87066786228512
"52",2.87066786875359,2.87066786228512
"53",2.87066786875359,2.87066786228512
"54",2.87066786875359,2.87066786228512
"55",3.46678740283551,3.46678739646545
"56",2.87066786875359,2.87066786228512
"57",2.87066786875359,2.87066786228512
"58",2.87066786875359,2.87066786228512
"59",2.87066786875359,2.87066786228512
"60",4.1597479407318,4.15974793315539
"61",4.1597479407318,4.15974793315539
"62",2.87066786875359,2.87066786228512
"63",2.87066786875359,2.87066786228512
"64",3.47687120575534,3.47687119917521
"65",3.46678740283551,3.46678739646545
"66",2.87066786875359,2.87066786228512
"67",4.1597479407318,4.15974793315539
"68",4.1597479407318,4.15974793315539
"69",2.87066786875359,2.87066786228512
"70",3.47687120575534,3.47687119917521
"71",4.1597479407318,4.15974793315539
"72",3.47687120575534,3.47687119917521
"73",4.1597479407318,4.15974793315539
"74",4.1597479407318,4.15974793315539
"75",4.1597479407318,4.15974793315539
"76",3.46678740283551,3.46678739646545
"77",4.1597479407318,4.15974793315539
"78",2.87066786875359,2.87066786228512
"79",2.87066786875359,2.87066786228512
"80",2.87066786875359,2.87066786228512
"81",3.47687120575534,3.47687119917521
"82",3.46678740283551,3.46678739646545
"83",3.47687120575534,3.47687119917521
"84",4.1597479407318,4.15974793315539
"85",4.1597479407318,4.15974793315539
"86",3.46678740283551,3.46678739646545
"87",3.47687120575534,3.47687119917521
"88",3.46678740283551,3.46678739646545
"89",2.87066786875359,2.87066786228512
"90",2.87066786875359,2.87066786228512
"91",4.1597479407318,4.15974793315539
"92",3.47687120575534,3.47687119917521
"93",3.47687120575534,3.47687119917521
"94",3.46678740283551,3.46678739646545
"95",3.47687120575534,3.47687119917521
"96",3.46678740283551,3.46678739646545
"97",2.87066786875359,2.87066786228512
"98",3.46678740283551,3.46678739646545
"99",3.46678740283551,3.46678739646545
"100",3.46678740283551,3.46678739646545
